Collection_code,N_samples,id
iNaturalist,5,MA_Newton_B5_B_3921
other,0,MA_Newton_B5_B_3921
ebird,1592,MA_Newton_B6_B_3922
iNaturalist,33,MA_Newton_B6_B_3922
other,17,MA_Newton_B6_B_3922
ebird,6283,MA_Newton_B7_B_3923
iNaturalist,13,MA_Newton_B7_B_3923
other,5,MA_Newton_B7_B_3923
ebird,10453,MA_Newton_C1_C_3924
iNaturalist,60,MA_Newton_C1_C_3924
other,1232,MA_Newton_C1_C_3924
ebird,89,MA_Newton_C2_C_3925
iNaturalist,3,MA_Newton_C2_C_3925
other,48,MA_Newton_C2_C_3925
ebird,22,MA_Newton_C3_C_3926
iNaturalist,5,MA_Newton_C3_C_3926
other,19,MA_Newton_C3_C_3926
iNaturalist,1,MA_Newton_D1_D_3927
other,0,MA_Newton_D1_D_3927
ebird,0,MA_Newton_D1_D_3927
ebird,15,MA_Newton_D2_D_3928
iNaturalist,1,MA_Newton_D2_D_3928
other,0,MA_Newton_D2_D_3928
ebird,22,MA_Quincy_B1_B_3929
other,0,MA_Quincy_B1_B_3929
iNaturalist,0,MA_Quincy_B1_B_3929
ebird,1906,MA_Quincy_B2_B_3930
iNaturalist,4,MA_Quincy_B2_B_3930
other,0,MA_Quincy_B2_B_3930
ebird,1261,MA_Quincy_B3_B_3931
iNaturalist,11,MA_Quincy_B3_B_3931
other,4,MA_Quincy_B3_B_3931
ebird,44,MA_Quincy_B4_B_3932
iNaturalist,1,MA_Quincy_B4_B_3932
other,0,MA_Quincy_B4_B_3932
ebird,1,MA_Quincy_B5_B_3933
iNaturalist,1,MA_Quincy_B5_B_3933
other,0,MA_Quincy_B5_B_3933
ebird,5,MA_Quincy_B6_B_3934
iNaturalist,1,MA_Quincy_B6_B_3934
other,0,MA_Quincy_B6_B_3934
ebird,4512,MA_Quincy_C1_C_3935
iNaturalist,3,MA_Quincy_C1_C_3935
other,27,MA_Quincy_C1_C_3935
ebird,1681,MA_Quincy_C2_C_3936
iNaturalist,10,MA_Quincy_C2_C_3936
other,64,MA_Quincy_C2_C_3936
ebird,2475,MA_Quincy_C3_C_3937
iNaturalist,29,MA_Quincy_C3_C_3937
other,82,MA_Quincy_C3_C_3937
ebird,180,MA_Quincy_C4_C_3938
iNaturalist,1,MA_Quincy_C4_C_3938
other,0,MA_Quincy_C4_C_3938
ebird,1053,MA_Quincy_D1_D_3939
iNaturalist,25,MA_Quincy_D1_D_3939
other,10,MA_Quincy_D1_D_3939
ebird,692,MA_Revere_C1_C_3940
iNaturalist,1,MA_Revere_C1_C_3940
other,17,MA_Revere_C1_C_3940
ebird,14,MA_Revere_C2_C_3941
iNaturalist,7,MA_Revere_C2_C_3941
other,0,MA_Revere_C2_C_3941
ebird,47,MA_Revere_C3_C_3942
iNaturalist,3,MA_Revere_C3_C_3942
other,5,MA_Revere_C3_C_3942
ebird,1401,MA_Revere_D1_D_3943
iNaturalist,14,MA_Revere_D1_D_3943
other,15,MA_Revere_D1_D_3943
ebird,62,MA_Saugus_B1_B_3944
iNaturalist,38,MA_Saugus_B1_B_3944
other,12,MA_Saugus_B1_B_3944
other,0,MA_Saugus_B2_B_3945
iNaturalist,0,MA_Saugus_B2_B_3945
ebird,0,MA_Saugus_B2_B_3945
ebird,1320,MA_Saugus_C1_C_3946
iNaturalist,1,MA_Saugus_C1_C_3946
other,5,MA_Saugus_C1_C_3946
ebird,115,MA_Saugus_D1_D_3947
iNaturalist,10,MA_Saugus_D1_D_3947
other,1,MA_Saugus_D1_D_3947
ebird,117,MA_Saugus_D2_D_3948
other,0,MA_Saugus_D2_D_3948
iNaturalist,0,MA_Saugus_D2_D_3948
ebird,200,MA_Saugus_D3_D_3949
iNaturalist,24,MA_Saugus_D3_D_3949
other,1,MA_Saugus_D3_D_3949
ebird,15851,MA_Somerville_B1_B_3950
iNaturalist,52,MA_Somerville_B1_B_3950
other,572,MA_Somerville_B1_B_3950
ebird,631,MA_Somerville_B4_B_3951
iNaturalist,29,MA_Somerville_B4_B_3951
other,23,MA_Somerville_B4_B_3951
ebird,1435,MA_Somerville_C1_C_3952
iNaturalist,31,MA_Somerville_C1_C_3952
other,99,MA_Somerville_C1_C_3952
ebird,49,MA_Somerville_C2_C_3953
iNaturalist,13,MA_Somerville_C2_C_3953
other,7,MA_Somerville_C2_C_3953
ebird,64,MA_Somerville_C3_C_3954
iNaturalist,34,MA_Somerville_C3_C_3954
other,0,MA_Somerville_C3_C_3954
ebird,3764,MA_Somerville_C4_C_3955
iNaturalist,94,MA_Somerville_C4_C_3955
other,180,MA_Somerville_C4_C_3955
ebird,5641,MA_Somerville_C7_C_3956
iNaturalist,248,MA_Somerville_C7_C_3956
other,63,MA_Somerville_C7_C_3956
ebird,257,MA_Somerville_C8_C_3957
iNaturalist,58,MA_Somerville_C8_C_3957
other,79,MA_Somerville_C8_C_3957
ebird,1,MA_Waltham_A1_A_3958
iNaturalist,12,MA_Waltham_A1_A_3958
other,0,MA_Waltham_A1_A_3958
ebird,514,MA_Waltham_B1_B_3959
iNaturalist,2,MA_Waltham_B1_B_3959
other,0,MA_Waltham_B1_B_3959
ebird,6,MA_Waltham_B2_B_3960
other,0,MA_Waltham_B2_B_3960
iNaturalist,0,MA_Waltham_B2_B_3960
iNaturalist,1,MA_Waltham_B3_B_3961
other,1,MA_Waltham_B3_B_3961
ebird,0,MA_Waltham_B3_B_3961
ebird,37,MA_Waltham_B4_B_3962
other,0,MA_Waltham_B4_B_3962
iNaturalist,0,MA_Waltham_B4_B_3962
ebird,86,MA_Waltham_C1_C_3963
iNaturalist,2,MA_Waltham_C1_C_3963
other,51,MA_Waltham_C1_C_3963
ebird,4334,MA_Waltham_C1_C_3964
iNaturalist,20,MA_Waltham_C1_C_3964
other,2160,MA_Waltham_C1_C_3964
ebird,114,MA_Waltham_C1_C_3965
iNaturalist,68,MA_Waltham_C1_C_3965
other,3,MA_Waltham_C1_C_3965
ebird,42,MA_Waltham_C2_C_3966
iNaturalist,1,MA_Waltham_C2_C_3966
other,0,MA_Waltham_C2_C_3966
ebird,303,MA_Waltham_C2_C_3967
iNaturalist,4,MA_Waltham_C2_C_3967
other,0,MA_Waltham_C2_C_3967
ebird,750,MA_Waltham_C2_C_3968
iNaturalist,15,MA_Waltham_C2_C_3968
other,100,MA_Waltham_C2_C_3968
ebird,13,MA_Waltham_D1_D_3969
iNaturalist,3,MA_Waltham_D1_D_3969
other,0,MA_Waltham_D1_D_3969
ebird,30,MA_Waltham_D1_D_3971
iNaturalist,9,MA_Waltham_D1_D_3971
other,0,MA_Waltham_D1_D_3971
ebird,8090,MA_Watertown_B1_B_3972
iNaturalist,22,MA_Watertown_B1_B_3972
other,143,MA_Watertown_B1_B_3972
ebird,77225,MA_Watertown_C1_C_3973
iNaturalist,77,MA_Watertown_C1_C_3973
other,273,MA_Watertown_C1_C_3973
ebird,82,MA_Watertown_C2_C_3974
other,0,MA_Watertown_C2_C_3974
iNaturalist,0,MA_Watertown_C2_C_3974
ebird,89,MA_Watertown_C3_C_3975
iNaturalist,2,MA_Watertown_C3_C_3975
other,1,MA_Watertown_C3_C_3975
ebird,191,MA_Watertown_D1_D_3976
iNaturalist,6,MA_Watertown_D1_D_3976
other,0,MA_Watertown_D1_D_3976
ebird,511,MA_Winchester_A1_A_3977
iNaturalist,3,MA_Winchester_A1_A_3977
other,6,MA_Winchester_A1_A_3977
ebird,31,MA_Winchester_B1_B_3978
other,0,MA_Winchester_B1_B_3978
iNaturalist,0,MA_Winchester_B1_B_3978
ebird,441,MA_Winchester_B2_B_3979
iNaturalist,3,MA_Winchester_B2_B_3979
other,486,MA_Winchester_B2_B_3979
ebird,1,MA_Winchester_B3_B_3980
iNaturalist,1,MA_Winchester_B3_B_3980
other,0,MA_Winchester_B3_B_3980
ebird,791,MA_Winchester_B4_B_3981
iNaturalist,3,MA_Winchester_B4_B_3981
other,0,MA_Winchester_B4_B_3981
ebird,89,MA_Winchester_B5_B_3982
iNaturalist,2,MA_Winchester_B5_B_3982
other,9,MA_Winchester_B5_B_3982
ebird,285,MA_Winchester_B6_B_3983
iNaturalist,12,MA_Winchester_B6_B_3983
other,4,MA_Winchester_B6_B_3983
ebird,412,MA_Winchester_C1_C_3984
iNaturalist,7,MA_Winchester_C1_C_3984
other,137,MA_Winchester_C1_C_3984
ebird,5336,MA_Winthrop_B1_B_3985
other,0,MA_Winthrop_B1_B_3985
iNaturalist,0,MA_Winthrop_B1_B_3985
ebird,79,MA_Winthrop_B2_B_3986
iNaturalist,1,MA_Winthrop_B2_B_3986
other,0,MA_Winthrop_B2_B_3986
ebird,138,MA_Winthrop_B3_B_3987
iNaturalist,4,MA_Winthrop_B3_B_3987
other,0,MA_Winthrop_B3_B_3987
ebird,743,MA_Winthrop_C1_C_3988
other,2,MA_Winthrop_C1_C_3988
iNaturalist,0,MA_Winthrop_C1_C_3988
ebird,7273,MA_Winthrop_C2_C_3989
iNaturalist,4,MA_Winthrop_C2_C_3989
other,508,MA_Winthrop_C2_C_3989
ebird,1127,MA_Winthrop_D1_D_3990
iNaturalist,4,MA_Winthrop_D1_D_3990
other,42,MA_Winthrop_D1_D_3990
ebird,8773,MA_Winthrop_D2_D_3991
iNaturalist,29,MA_Winthrop_D2_D_3991
other,103,MA_Winthrop_D2_D_3991
ebird,1527,MD_Baltimore_A1_A_3992
iNaturalist,14,MD_Baltimore_A1_A_3992
other,42,MD_Baltimore_A1_A_3992
ebird,1400,MD_Baltimore_A1_A_3993
iNaturalist,7,MD_Baltimore_A1_A_3993
other,215,MD_Baltimore_A1_A_3993
ebird,569,MD_Baltimore_A2_A_3994
iNaturalist,6,MD_Baltimore_A2_A_3994
other,0,MD_Baltimore_A2_A_3994
ebird,363,MD_Baltimore_A3_A_3995
iNaturalist,70,MD_Baltimore_A3_A_3995
other,0,MD_Baltimore_A3_A_3995
ebird,26,MD_Baltimore_A4_A_3996
other,0,MD_Baltimore_A4_A_3996
iNaturalist,0,MD_Baltimore_A4_A_3996
ebird,304,MD_Baltimore_A5_A_3997
iNaturalist,36,MD_Baltimore_A5_A_3997
other,0,MD_Baltimore_A5_A_3997
ebird,258,MD_Baltimore_A6_A_3998
iNaturalist,1,MD_Baltimore_A6_A_3998
other,5,MD_Baltimore_A6_A_3998
ebird,2688,MD_Baltimore_B1_B_3999
iNaturalist,13,MD_Baltimore_B1_B_3999
other,64,MD_Baltimore_B1_B_3999
ebird,13303,MD_Baltimore_B10_B_4000
iNaturalist,31,MD_Baltimore_B10_B_4000
other,1939,MD_Baltimore_B10_B_4000
other,0,MD_Baltimore_B11_B_4001
iNaturalist,0,MD_Baltimore_B11_B_4001
ebird,0,MD_Baltimore_B11_B_4001
ebird,56,MD_Baltimore_B11_B_4002
iNaturalist,14,MD_Baltimore_B11_B_4002
other,1,MD_Baltimore_B11_B_4002
ebird,15,MD_Baltimore_B12_B_4003
iNaturalist,2,MD_Baltimore_B12_B_4003
other,0,MD_Baltimore_B12_B_4003
ebird,17165,MD_Baltimore_B14_B_4004
iNaturalist,15,MD_Baltimore_B14_B_4004
other,264,MD_Baltimore_B14_B_4004
ebird,572,MD_Baltimore_B15_B_4005
iNaturalist,2,MD_Baltimore_B15_B_4005
other,0,MD_Baltimore_B15_B_4005
ebird,406,MD_Baltimore_B16_B_4006
iNaturalist,7,MD_Baltimore_B16_B_4006
other,45,MD_Baltimore_B16_B_4006
ebird,148,MD_Baltimore_B17_B_4007
iNaturalist,3,MD_Baltimore_B17_B_4007
other,9,MD_Baltimore_B17_B_4007
iNaturalist,1,MD_Baltimore_B17_B_4008
other,0,MD_Baltimore_B17_B_4008
ebird,0,MD_Baltimore_B17_B_4008
ebird,34,MD_Baltimore_B17_B_4009
iNaturalist,3,MD_Baltimore_B17_B_4009
other,1,MD_Baltimore_B17_B_4009
ebird,1,MD_Baltimore_B18_B_4010
other,5,MD_Baltimore_B18_B_4010
iNaturalist,0,MD_Baltimore_B18_B_4010
ebird,497,MD_Baltimore_B19_B_4011
iNaturalist,3,MD_Baltimore_B19_B_4011
other,71,MD_Baltimore_B19_B_4011
ebird,4647,MD_Baltimore_B2_B_4012
iNaturalist,7,MD_Baltimore_B2_B_4012
other,143,MD_Baltimore_B2_B_4012
ebird,59,MD_Baltimore_B20_B_4013
other,0,MD_Baltimore_B20_B_4013
iNaturalist,0,MD_Baltimore_B20_B_4013
ebird,14,MD_Baltimore_B21_B_4014
other,0,MD_Baltimore_B21_B_4014
iNaturalist,0,MD_Baltimore_B21_B_4014
ebird,410,MD_Baltimore_B22_B_4015
other,97,MD_Baltimore_B22_B_4015
iNaturalist,0,MD_Baltimore_B22_B_4015
ebird,44,MD_Baltimore_B23_B_4016
iNaturalist,3,MD_Baltimore_B23_B_4016
other,2,MD_Baltimore_B23_B_4016
ebird,262,MD_Baltimore_B3_B_4017
iNaturalist,5,MD_Baltimore_B3_B_4017
other,12,MD_Baltimore_B3_B_4017
ebird,1263,MD_Baltimore_B4_B_4018
iNaturalist,4,MD_Baltimore_B4_B_4018
other,128,MD_Baltimore_B4_B_4018
ebird,145,MD_Baltimore_B5_B_4019
iNaturalist,1,MD_Baltimore_B5_B_4019
other,7,MD_Baltimore_B5_B_4019
other,0,MD_Baltimore_B6_B_4020
iNaturalist,0,MD_Baltimore_B6_B_4020
ebird,0,MD_Baltimore_B6_B_4020
ebird,175,MD_Baltimore_B7_B_4021
iNaturalist,3,MD_Baltimore_B7_B_4021
other,0,MD_Baltimore_B7_B_4021
ebird,3,MD_Baltimore_B8_B_4022
other,0,MD_Baltimore_B8_B_4022
iNaturalist,0,MD_Baltimore_B8_B_4022
ebird,1871,MD_Baltimore_B8_B_4023
iNaturalist,13,MD_Baltimore_B8_B_4023
other,4,MD_Baltimore_B8_B_4023
ebird,7112,MD_Baltimore_B9_B_4024
iNaturalist,1,MD_Baltimore_B9_B_4024
other,0,MD_Baltimore_B9_B_4024
ebird,131,MD_Baltimore_C1_C_4025
iNaturalist,3,MD_Baltimore_C1_C_4025
other,14,MD_Baltimore_C1_C_4025
ebird,1830,MD_Baltimore_C10_C_4026
iNaturalist,1,MD_Baltimore_C10_C_4026
other,24,MD_Baltimore_C10_C_4026
ebird,534,MD_Baltimore_C11_C_4027
iNaturalist,2,MD_Baltimore_C11_C_4027
other,2,MD_Baltimore_C11_C_4027
ebird,13,MD_Baltimore_C12_C_4028
iNaturalist,1,MD_Baltimore_C12_C_4028
other,0,MD_Baltimore_C12_C_4028
ebird,115,MD_Baltimore_C12_C_4029
iNaturalist,23,MD_Baltimore_C12_C_4029
other,2,MD_Baltimore_C12_C_4029
ebird,61,MD_Baltimore_C13_C_4030
other,0,MD_Baltimore_C13_C_4030
iNaturalist,0,MD_Baltimore_C13_C_4030
ebird,2766,MD_Baltimore_C13_C_4031
iNaturalist,59,MD_Baltimore_C13_C_4031
other,95,MD_Baltimore_C13_C_4031
ebird,11,MD_Baltimore_C14_C_4032
other,0,MD_Baltimore_C14_C_4032
iNaturalist,0,MD_Baltimore_C14_C_4032
ebird,197,MD_Baltimore_C14_C_4033
iNaturalist,1,MD_Baltimore_C14_C_4033
other,18,MD_Baltimore_C14_C_4033
ebird,147,MD_Baltimore_C15_C_4034
iNaturalist,2,MD_Baltimore_C15_C_4034
other,3,MD_Baltimore_C15_C_4034
ebird,114,MD_Baltimore_C16_C_4035
other,1,MD_Baltimore_C16_C_4035
iNaturalist,0,MD_Baltimore_C16_C_4035
ebird,3043,MD_Baltimore_C17_C_4036
iNaturalist,1,MD_Baltimore_C17_C_4036
other,0,MD_Baltimore_C17_C_4036
ebird,121,MD_Baltimore_C18_C_4037
iNaturalist,1,MD_Baltimore_C18_C_4037
other,0,MD_Baltimore_C18_C_4037
ebird,27,MD_Baltimore_C19_C_4038
other,0,MD_Baltimore_C19_C_4038
iNaturalist,0,MD_Baltimore_C19_C_4038
ebird,69,MD_Baltimore_C2_C_4039
other,0,MD_Baltimore_C2_C_4039
iNaturalist,0,MD_Baltimore_C2_C_4039
ebird,2578,MD_Baltimore_C2_C_4040
iNaturalist,2,MD_Baltimore_C2_C_4040
other,0,MD_Baltimore_C2_C_4040
ebird,72,MD_Baltimore_C20_C_4041
iNaturalist,1,MD_Baltimore_C20_C_4041
other,0,MD_Baltimore_C20_C_4041
ebird,359,MD_Baltimore_C21_C_4042
iNaturalist,38,MD_Baltimore_C21_C_4042
other,5,MD_Baltimore_C21_C_4042
ebird,11633,MD_Baltimore_C22_C_4043
iNaturalist,1,MD_Baltimore_C22_C_4043
other,184,MD_Baltimore_C22_C_4043
ebird,108,MD_Baltimore_C22_C_4044
other,2,MD_Baltimore_C22_C_4044
iNaturalist,0,MD_Baltimore_C22_C_4044
ebird,17,MD_Baltimore_C3_C_4045
iNaturalist,1,MD_Baltimore_C3_C_4045
other,0,MD_Baltimore_C3_C_4045
ebird,3076,MD_Baltimore_C4_C_4046
iNaturalist,24,MD_Baltimore_C4_C_4046
other,76,MD_Baltimore_C4_C_4046
ebird,455,MD_Baltimore_C5_C_4047
iNaturalist,24,MD_Baltimore_C5_C_4047
other,51,MD_Baltimore_C5_C_4047
ebird,26,MD_Baltimore_C6_C_4048
iNaturalist,8,MD_Baltimore_C6_C_4048
other,3,MD_Baltimore_C6_C_4048
ebird,18,MD_Baltimore_C7_C_4049
iNaturalist,2,MD_Baltimore_C7_C_4049
other,33,MD_Baltimore_C7_C_4049
ebird,202,MD_Baltimore_C8_C_4050
iNaturalist,6,MD_Baltimore_C8_C_4050
other,0,MD_Baltimore_C8_C_4050
ebird,61,MD_Baltimore_C9_C_4051
iNaturalist,3,MD_Baltimore_C9_C_4051
other,0,MD_Baltimore_C9_C_4051
ebird,131,MD_Baltimore_D_D_4052
iNaturalist,15,MD_Baltimore_D_D_4052
other,3,MD_Baltimore_D_D_4052
ebird,4,MD_Baltimore_D_D_4053
other,0,MD_Baltimore_D_D_4053
iNaturalist,0,MD_Baltimore_D_D_4053
ebird,857,MD_Baltimore_D1_D_4054
iNaturalist,52,MD_Baltimore_D1_D_4054
other,66,MD_Baltimore_D1_D_4054
ebird,16,MD_Baltimore_D2_D_4055
iNaturalist,1,MD_Baltimore_D2_D_4055
other,0,MD_Baltimore_D2_D_4055
ebird,527,MD_Baltimore_D2_D_4056
iNaturalist,9,MD_Baltimore_D2_D_4056
other,138,MD_Baltimore_D2_D_4056
ebird,35,MD_Baltimore_D4_D_4057
iNaturalist,1,MD_Baltimore_D4_D_4057
other,0,MD_Baltimore_D4_D_4057
ebird,1261,MD_Baltimore_D4_D_4058
iNaturalist,14,MD_Baltimore_D4_D_4058
other,12,MD_Baltimore_D4_D_4058
ebird,4987,MD_Baltimore_D5_D_4059
iNaturalist,707,MD_Baltimore_D5_D_4059
other,51,MD_Baltimore_D5_D_4059
ebird,116,MD_Baltimore_D6_D_4060
iNaturalist,21,MD_Baltimore_D6_D_4060
other,11,MD_Baltimore_D6_D_4060
ebird,69,MD_Baltimore_D6_D_4061
other,0,MD_Baltimore_D6_D_4061
iNaturalist,0,MD_Baltimore_D6_D_4061
ebird,1174,MD_Baltimore_D8_D_4062
iNaturalist,76,MD_Baltimore_D8_D_4062
other,99,MD_Baltimore_D8_D_4062
ebird,3170,MD_Baltimore_D9_D_4063
iNaturalist,1124,MD_Baltimore_D9_D_4063
other,69,MD_Baltimore_D9_D_4063
ebird,208,MI_Battle Creek_A1_A_4064
other,0,MI_Battle Creek_A1_A_4064
iNaturalist,0,MI_Battle Creek_A1_A_4064
ebird,17,MI_Battle Creek_A2_A_4065
other,0,MI_Battle Creek_A2_A_4065
iNaturalist,0,MI_Battle Creek_A2_A_4065
ebird,537,MI_Battle Creek_B2_B_4068
other,0,MI_Battle Creek_B2_B_4068
iNaturalist,0,MI_Battle Creek_B2_B_4068
ebird,56,MI_Battle Creek_C1_C_4075
other,0,MI_Battle Creek_C1_C_4075
iNaturalist,0,MI_Battle Creek_C1_C_4075
ebird,4383,MI_Battle Creek_C10_C_4076
other,0,MI_Battle Creek_C10_C_4076
iNaturalist,0,MI_Battle Creek_C10_C_4076
ebird,9,MI_Battle Creek_C11_C_4077
iNaturalist,2,MI_Battle Creek_C11_C_4077
other,0,MI_Battle Creek_C11_C_4077
ebird,21,MI_Battle Creek_C12_C_4078
other,0,MI_Battle Creek_C12_C_4078
iNaturalist,0,MI_Battle Creek_C12_C_4078
ebird,642,MI_Battle Creek_C13_C_4079
other,0,MI_Battle Creek_C13_C_4079
iNaturalist,0,MI_Battle Creek_C13_C_4079
ebird,379,MI_Battle Creek_C14_C_4080
other,0,MI_Battle Creek_C14_C_4080
iNaturalist,0,MI_Battle Creek_C14_C_4080
ebird,183,MI_Battle Creek_C16_C_4082
iNaturalist,1,MI_Battle Creek_C16_C_4082
other,0,MI_Battle Creek_C16_C_4082
ebird,22,MI_Battle Creek_C17_C_4084
other,0,MI_Battle Creek_C17_C_4084
iNaturalist,0,MI_Battle Creek_C17_C_4084
ebird,27,MI_Battle Creek_C2_C_4085
other,0,MI_Battle Creek_C2_C_4085
iNaturalist,0,MI_Battle Creek_C2_C_4085
ebird,6,MI_Battle Creek_C3_C_4086
other,0,MI_Battle Creek_C3_C_4086
iNaturalist,0,MI_Battle Creek_C3_C_4086
ebird,10,MI_Battle Creek_C4_C_4087
other,0,MI_Battle Creek_C4_C_4087
iNaturalist,0,MI_Battle Creek_C4_C_4087
ebird,16,MI_Battle Creek_C4_C_4088
other,0,MI_Battle Creek_C4_C_4088
iNaturalist,0,MI_Battle Creek_C4_C_4088
other,0,MI_Battle Creek_C5_C_4089
iNaturalist,0,MI_Battle Creek_C5_C_4089
ebird,0,MI_Battle Creek_C5_C_4089
other,0,MI_Battle Creek_C5_C_4090
iNaturalist,0,MI_Battle Creek_C5_C_4090
ebird,0,MI_Battle Creek_C5_C_4090
ebird,1,MI_Battle Creek_C6_C_4091
other,0,MI_Battle Creek_C6_C_4091
iNaturalist,0,MI_Battle Creek_C6_C_4091
ebird,38,MI_Battle Creek_C7_C_4092
other,0,MI_Battle Creek_C7_C_4092
iNaturalist,0,MI_Battle Creek_C7_C_4092
ebird,222,MI_Battle Creek_C8_C_4093
other,0,MI_Battle Creek_C8_C_4093
iNaturalist,0,MI_Battle Creek_C8_C_4093
ebird,10,MI_Battle Creek_C9_C_4094
other,0,MI_Battle Creek_C9_C_4094
iNaturalist,0,MI_Battle Creek_C9_C_4094
ebird,5,MI_Battle Creek_D11_D_4097
other,0,MI_Battle Creek_D11_D_4097
iNaturalist,0,MI_Battle Creek_D11_D_4097
ebird,107,MI_Battle Creek_D2_D_4098
other,0,MI_Battle Creek_D2_D_4098
iNaturalist,0,MI_Battle Creek_D2_D_4098
ebird,1,MI_Battle Creek_D3_D_4099
other,0,MI_Battle Creek_D3_D_4099
iNaturalist,0,MI_Battle Creek_D3_D_4099
ebird,1,MI_Battle Creek_D4_D_4102
other,0,MI_Battle Creek_D4_D_4102
iNaturalist,0,MI_Battle Creek_D4_D_4102
ebird,4,MI_Battle Creek_D5_D_4103
other,0,MI_Battle Creek_D5_D_4103
iNaturalist,0,MI_Battle Creek_D5_D_4103
ebird,55,MI_Battle Creek_D5_D_4104
other,0,MI_Battle Creek_D5_D_4104
iNaturalist,0,MI_Battle Creek_D5_D_4104
ebird,1,MI_Battle Creek_D6_D_4105
other,0,MI_Battle Creek_D6_D_4105
iNaturalist,0,MI_Battle Creek_D6_D_4105
ebird,6,MI_Battle Creek_D8_D_4107
other,0,MI_Battle Creek_D8_D_4107
iNaturalist,0,MI_Battle Creek_D8_D_4107
ebird,55,MI_Battle Creek_D8_D_4108
other,0,MI_Battle Creek_D8_D_4108
iNaturalist,0,MI_Battle Creek_D8_D_4108
ebird,618,MI_Bay City_A1_A_4112
other,7,MI_Bay City_A1_A_4112
iNaturalist,0,MI_Bay City_A1_A_4112
ebird,491,MI_Bay City_B1_B_4113
other,0,MI_Bay City_B1_B_4113
iNaturalist,0,MI_Bay City_B1_B_4113
ebird,668,MI_Bay City_C1_C_4116
other,0,MI_Bay City_C1_C_4116
iNaturalist,0,MI_Bay City_C1_C_4116
ebird,335,MI_Bay City_C2_C_4117
other,0,MI_Bay City_C2_C_4117
iNaturalist,0,MI_Bay City_C2_C_4117
ebird,1,MI_Bay City_C3_C_4118
other,0,MI_Bay City_C3_C_4118
iNaturalist,0,MI_Bay City_C3_C_4118
ebird,1,MI_Bay City_C3_C_4119
other,0,MI_Bay City_C3_C_4119
iNaturalist,0,MI_Bay City_C3_C_4119
other,0,MI_Bay City_C4_C_4120
iNaturalist,0,MI_Bay City_C4_C_4120
ebird,0,MI_Bay City_C4_C_4120
ebird,544,MI_Bay City_C5_C_4121
other,0,MI_Bay City_C5_C_4121
iNaturalist,0,MI_Bay City_C5_C_4121
ebird,77,MI_Bay City_D1_D_4122
iNaturalist,1,MI_Bay City_D1_D_4122
other,0,MI_Bay City_D1_D_4122
ebird,1,MI_Bay City_D4_D_4125
other,0,MI_Bay City_D4_D_4125
iNaturalist,0,MI_Bay City_D4_D_4125
ebird,17,MI_Bay City_D5_D_4126
other,0,MI_Bay City_D5_D_4126
iNaturalist,0,MI_Bay City_D5_D_4126
ebird,128,MI_Bay City_D6_D_4127
other,0,MI_Bay City_D6_D_4127
iNaturalist,0,MI_Bay City_D6_D_4127
ebird,1,MI_Bay City_D7_D_4128
other,0,MI_Bay City_D7_D_4128
iNaturalist,0,MI_Bay City_D7_D_4128
ebird,9,MI_Bay City_D8_D_4129
other,0,MI_Bay City_D8_D_4129
iNaturalist,0,MI_Bay City_D8_D_4129
ebird,112,MI_Detroit_A1_A_4130
other,0,MI_Detroit_A1_A_4130
iNaturalist,0,MI_Detroit_A1_A_4130
ebird,77,MI_Detroit_A10_A_4131
other,8,MI_Detroit_A10_A_4131
iNaturalist,0,MI_Detroit_A10_A_4131
ebird,47,MI_Detroit_A11_A_4132
iNaturalist,1,MI_Detroit_A11_A_4132
other,0,MI_Detroit_A11_A_4132
ebird,2108,MI_Detroit_A12_A_4133
iNaturalist,3,MI_Detroit_A12_A_4133
other,0,MI_Detroit_A12_A_4133
ebird,322,MI_Detroit_A13_A_4134
iNaturalist,2,MI_Detroit_A13_A_4134
other,0,MI_Detroit_A13_A_4134
ebird,1123,MI_Detroit_A14_A_4135
other,2,MI_Detroit_A14_A_4135
iNaturalist,0,MI_Detroit_A14_A_4135
ebird,388,MI_Detroit_A15_A_4136
iNaturalist,1,MI_Detroit_A15_A_4136
other,1,MI_Detroit_A15_A_4136
ebird,48,MI_Detroit_A2_A_4137
other,0,MI_Detroit_A2_A_4137
iNaturalist,0,MI_Detroit_A2_A_4137
ebird,5,MI_Detroit_A3_A_4138
other,0,MI_Detroit_A3_A_4138
iNaturalist,0,MI_Detroit_A3_A_4138
iNaturalist,1,MI_Detroit_A4_A_4139
other,0,MI_Detroit_A4_A_4139
ebird,0,MI_Detroit_A4_A_4139
ebird,8,MI_Detroit_A6_A_4141
iNaturalist,1,MI_Detroit_A6_A_4141
other,0,MI_Detroit_A6_A_4141
ebird,383,MI_Detroit_A7_A_4142
other,0,MI_Detroit_A7_A_4142
iNaturalist,0,MI_Detroit_A7_A_4142
ebird,1040,MI_Detroit_A8_A_4143
iNaturalist,1,MI_Detroit_A8_A_4143
other,0,MI_Detroit_A8_A_4143
ebird,4621,MI_Detroit_A9_A_4144
iNaturalist,11,MI_Detroit_A9_A_4144
other,12,MI_Detroit_A9_A_4144
other,0,MI_Detroit_B1_B_4145
iNaturalist,0,MI_Detroit_B1_B_4145
ebird,0,MI_Detroit_B1_B_4145
other,0,MI_Detroit_B1_B_4146
iNaturalist,0,MI_Detroit_B1_B_4146
ebird,0,MI_Detroit_B1_B_4146
ebird,3,MI_Detroit_B1_B_4147
other,0,MI_Detroit_B1_B_4147
